twitter;categorizacion;subcategoria
huntergann;f;
alemunozdiaz;f;
Victor;m;
Ana María;f;
Leslie;f;
Francisco;m;
María;f;
Ignacio;m;
Milena;f;
Jorge;m;
Renán;m;
Francesca;f;
Pía;f;
Ingrid;f;
Tatiana;f;
Ann;f;
Alejandra;f;
CristianSayesXV;m;
rnavta;m;
Manu_Nanjari;m;
JavierPuiggros;m;
MatiasPinochetA;m;
mauri_guty;m;
viancamv;f;
LopezBahamonde;m;
munozlebreton;m;
"nataliaeaston
";f;
carolaundu;f;
Cristián;m;
Paola;f;
Ronie;m;
Manuel ;m;
Carlos;m;
Javier;m;
Ignacio;m;
Matías;m;
Mauricio;m;
Vianca;f;
Francisco;m;
Francisco;m;
Carlos;m;
Natalia;f;
Carolina;f;
ErpelSeguel;m;
aliaga_kathy;f;
RMM1275;m;
MarceloTelias;m;
RFigueroaAyala;m;
jedoprieto;m;
dorisossesds;m;
AlbertoMoragak;m;
rcarrascojunge;m;
CarlosRolack;m;
sorayasaidt;f;
domibrau;f;
CasanuevaLiz;f;
Roberto ;m;
Katherine;f;
María Fernanda ;f;
Raúl;m;
Marcelo;m;
Ricardo;m;
Catherine;f;
Mónica del Carmen ;f;
Juan;m;
Doris;m;
Alberto;m;
Rodrigo;m;
Carlos ;m;
Soraya ;f;
Dominique ;f;
Liz ;f;
PatriciaColarte;f;
_Barbara_Soto;f;
natanolivos;m;
LorenaMineducXV;f;
HugoKeithA;m;
clauzun7;m;
fdopena;m;
JSalinasurrutia;m;
tomas_mandiola;m;
ClaudiaTrilloM;f;
SergioBecerraXI;m;
19deagosto;f;
Patricia;f;
Bárbara;f;
Natan;m;
Lorena ;f;
Hugo;m;
Silvia;f;
Claudio;m;
Leonardo;m;
Carlos ;m;
Felipe;m;
Fernando;m;
Juan;m;
Tomás;m;
Claudia ;f;
Sergio ;m;
Beatriz ;f;
RaulGilGon;m;
fernand12849999;m;
alevaldovinosj;f;
alvarolavin2000;f;
prensagverdugo;m;
SergioVallejosC;m;
Jacqueguinezn;f;
Ecanalesaysen;m;
Raúl;m;
Fernando;m;
Juan;m;
Margarita;f;
Alejandra;f;
José ;m;
Carolina;f;
Bárbara ;f;
Germán ;m;
Sergio;m;
Jacqueline;f;
Stephanie;f;
Alex ;m;
Cristian;m;
Eugenio ;m;
Fabián;m;
JuanManuel_XV;m;
figueroasotelo;m;
cibel_jimenez;f;
AlvaroLeBlancT;m;
CarlosLealMx;m;
MatiasVillaBott;m;
sazomen;f;
PatricioSaenzC;m;
fdsimic;m;
AndreaPonceOliv;f;
PaoVidVer;f;
Juan;m;
Alfredo;m;
Cibel;f;
Alvaro;m;
Carlos;m;
Matías;m;
Javier;m;
Magna;f;
Pilar;f;
Patricio;m;
Feda ;m;
Mauro ;m;
Andrea ;f;
Victoria ;f;
Paola ;f;
gmoberetta;m;
paltermatts;m;
eeblancor;m;
Alfre_CAMPBELL;m;
PabloHermanH;m;
Raul_Fuhrer;m;
InfanteUreta;m;
CJardua;m;
henrylealbizama;m;
fryarquitecto;m;
NMeraGobernador;m;
Guillermo ;m;
Patricio;m;
Edgar ;m;
Alfredo ;m;
Pablo;m;
Raúl ;m;
Felipe;m;
Moisés;m;
Francisco ;m;
Cristóbal;m;
Daniel;m;
Henry ;m;
Sandra;f;
James ;m;
Néstor ;m;
Pablo ;m;
OyarceRosa;f;
ClaudiaTorrea10;f;
bastian_hn;m;
DrBorgono;m;
Marta_BravoS;f;
hmunozsalud;m;
katiajeaguz;f;
sbmolth;f;
Beatriz ;f;
Manuel;m;
Rosa;f;
Claudia;f;
Rossana;f;
Bastian ;m;
Alejandro;m;
Francisco;m;
Rafael;m;
Marlenne;f;
Marta ;f;
Hector ;m;
Katia;f;
Regina;f;
Scarlett;f;
Alejandra;f;
Mariela ;f;
BorisGolppi;m;
fj_ravanal;m;
PabloArtigas;m;
WAINRAIHGT;m;
AnaMariaMoraA;f;
JHorcos;m;
Giancarlo;m;
Mauricio ;m;
Julio;m;
Antonio ;m;
Hernán ;m;
Evelyn ;f;
Boris;m;
Francisco;m;
Gonzalo ;m;
Carlos;m;
James ;m;
Pablo;m;
Andrea;f;
Rodrigo;m;
Ana ;f;
José ;m;
mp_barrientos;f;
TamaraAguilera;f;
CarlaGuaita;f;
GianniGonzalezM;f;
carolinanavaru;f;
GPerezAros;m;
FranRojasPhi;f;
Enrique ;m;
María del Pilar ;f;
Tamara;f;
Carla ;f;
Gianinna;f;
Rosario ;f;
Magaly ;f;
Christian ;m;
Enrique ;m;
Carolina;f;
Sebastián ;m;
Natalia;f;
Eduardo ;m;
Jorge ;m;
Gabriel ;m;
Francisca ;f;
Chiffelle;m;
PatricioArayaV1;m;
Htolepet;m;
jpguilisasti;m;
TorresPirazzoli;f;
Fernandoborquez;m;
MoiraHenzi;f;
FelipeHenRag;m;
jorge ;m;
Fernando ;m;
Gerardo ;m;
Patricio ;m;
Rodrigo ;m;
Humberto ;m;
José ;m;
Joaquín ;m;
Carolina ;f;
Ruy ;m;
Francisco ;m;
Ricardo;m;
Moira ;f;
Juan ;m;
Felipe ;m;
Alfonso ;m;
gonzalovidalsa1;m;
CAlvayai;m;
CuadraLizana;m;
oscarmunoz47;m;
José G;m;
Alex ;m;
Cristian;m;
Roberto;m;
Leopoldo ;m;
Manuel ;m;
Katherinne ;f;
Oscar ;m;
Reinaldo ;m;
Julio ;m;
Carlos ;m;
Patricio ;m;
Daniela ;f;
Mauricio ;m;
Hans_GG;m;
J_GuzmanCe;m;
J_AravenaSe;m;
fhrojas;m;
M_MellaBo;m;
cnavarretec;m;
p_GarciaBa;f;
Alfredo ;m;
Eddy ;m;
Hans ;m;
Carlos ;m;
Bárbara ;f;
José ;m;
Jaime ;m;
Luis ;m;
Nicolás ;m;
Marcela ;f;
Fabián;m;
Marco ;m;
Carlos ;m;
Paula ;f;
Vittorio ;m;
Juan ;m;
marceloptovaras;m;
jarriazah;m;
VicenteMarinko;m;
Raúl ;m;
Héctor ;m;
Arturo ;m;
Rodolfo ;m;
Marcelo;m;
Jorge ;m;
José ;m;
Jaime ;m;
Vicente ;m;
Carolina ;f;
Aldo ;m;
Pablo;m;
Javier;m;
Juan ;m;
Alejandro ;m;
moyrartamborino;f;
DelannaysMario;m;
Marcelo;m;
Moyra ;f;
Visnja ;f;
Francisco ;m;
Cristián ;m;
María ;f;
Rodrigo ;m;
Pablo;m;
Mario ;m;
Andrea ;f;
Klaus ;m;
Eduardo ;m;
Eduardo ;m;
Cristian ;m;
Daniel ; m;
felipeperez_3;m;
panchozepedaast;m;
leoalfaro_l;m;
rutholiverad;f;
ramirezdiego70;m;
checubilla;m;
Rodrigo ;m;
Felipe;m;
Francisco ;m;
Guillermo ;m;
Leonardo ;m;
Ruth ;f;
Diego ;m;
Alejandra ;f;
Juan ;m;
Mauricio ;m;
Christian;m;
Mario;m;
Rodrigo ;m;
Odette ;f;
ivonguerradea;f;
vstagnogray;f;
barro_q;f;
BarbaraHennigGo;f;
María ;f;
Milca ;f;
Katherine ;f;
Mary ;f;
Ivon ;f;
Valentina ;f;
Carolina;f;
Marcia ;f;
Andrea ;f;
Marissa;f;
Barbara;f;
Waleska ;f;
Viviana ;f;
Sara ;f;
Patricia ;f;
Magali ;f;
"gloriarvaldes
";f;
luciadiputada;f;
mpiasoler;f;
solecastrom;f;
helmuthpalma;m;
MargaritaOssaR;f;
kathe_ibacache;f;
Enrique ;m;
Laura ;f;
Gloria;f;
María ;f;
Francisco;m;
Constance ;f;
Alejandra;f;
Lucía ;f;
Pía ;f;
María ;f;
Gloria ;f;
Enzo ;m;
Helmuth ;m;
Fidel ;m;
Margarita ;f;
Katherine ;f;
AlessandriFelip;m;alcalde
mtamayor;m;alcalde
ReneDeLaVegaF;m;alcalde
SadiMelo;m;alcalde
RodrigoDelgadoM;m;alcalde
Cuadrado_2016;m;alcalde
Gonzaloduranbaronti;m;alcalde
RebolledoAlcald;m;alcalde
rodolfocarter;m;alcalde
FelipeDelpin;m;alcalde
ClaudiaPizarro;f;alcalde
JMPalaciosParra;m;alcalde
LavinJoaquin;m;alcalde
FelipeGuevaraSt;m;alcalde
maxriosg;m;alcalde
GonzaloMontoyaR;m;alcalde
cathybarriga;f;alcalde
andreszarhi;m;alcalde
JuanRozasRomero;m;alcalde
CarolinaLeitao;f;alcalde
evelynmatthei;f;alcalde
jcarrascoc;m;alcalde
carmengloria_f;f;alcalde
danieljadue;m;alcalde
cn_castro;m;alcalde
AguileraAlcalde;m;alcalde
TroncoTorrealba;m;alcalde
CBalmacedaU;m;alcalde
alcaldepezoa;m;alcalde
mario_olavarria;m;alcalde
Nora_Cuevas;f;alcalde
MIGUELARAYALOBO;m;alcalde
alcaldedepaine;m;alcalde
carlosadasme;m;alcalde
AlcaldeArellano;m;alcalde
Felipe ;m;alcalde
Arturo;m;alcalde
Mauro  ;m;alcalde
René ;m;alcalde
Sadi;m;alcalde
Rodrigo ;m;alcalde
Carlos ;m;alcalde
Gonzalo;m;alcalde
Santiago ;m;alcalde
Rodolfo ;m;alcalde
Felipe ;m;alcalde
Claudia ;f;alcalde
Jose ;m;alcalde
Joaquin;m;alcalde
Felipe ;m;alcalde
Miguel;m;alcalde
Maximiliano ;m;alcalde
Gonzalo ;m;alcalde
Catherine;f;alcalde
Andres ;m;alcalde
Juan;m;alcalde
Carolina ;f;alcalde
Evelyn ;f;alcalde
Johnny;m;alcalde
Juan ;m;alcalde
Carmen ;f;alcalde
Daniel ;m;alcalde
Claudio;m;alcalde
Sergio ;m;alcalde
Luis ;m;alcalde
Miguel ;m;alcalde
Raúl ;m;alcalde
Germán;m;alcalde
Cristián ;m;alcalde
Luis ;m;alcalde
Mario ;m;alcalde
Graciela;f;alcalde
Nelson ;m;alcalde
Nora ;f;alcalde
Miguel ;m;alcalde
Erasmo ;m;alcalde
Diego ;m;alcalde
Iván;m;alcalde
Roberto ;m;alcalde
Juan ;m;alcalde
Carlos;m;alcalde
Francisco ;m;alcalde
Carlos ;m;alcalde
Jose ;m;alcalde
Nibaldo ;m;alcalde
MLoretoLetelier;f;
MAngelQuezada;m;
UrquietaAtacama;m;
lupipinto;f;
jmartinezvalpo;m;
KarlaEnAccion;f;
juanmasferrer;m;
pablo_milad;m;
martinarrau;m;
sgiacamang;m;
jatton;m;
casenjojerez;m;
HarryJurgensen;m;
geoconda_aysen;f;
puchifernandezd;m;
Maria;f;
Miguel ;m;
Marco ;m;
Patricio ;m;
Lucía ;f;
Jorge;m;
Karla ;f;
Juan ;m;
Pablo ;m;
Martín ;m;
Sergio;m;
Jorge;m;
César ;m;
Harry ;m;
Geoconda ;f;
José ;m;
MirthArancibiaC;f;
mzarap;m;
AlvaroJofre;m;
LuisTobarToledo;m;
klopezr;f;
mbjopia;f;
dani_vecchiola;f;
mcorralesg;m;
NellyGaleb;f;
iurcullu;m;
Jpgalvezll;m;
MariaDelaPaz_R;f;
IvanCisternasT;m;
gaby_alcalde;f;
clajura;m;
Sergio_SalazarV;m;
mpazsante;f;
Tepitotehenua;f;
cotepuigrredon;f;
YeyiChocair;f;
andresllorente;m;
RAMIREZCHILE;m;
enriquebeltrann;m;
Maldonado_1980;m;
mangelsdorffG;f;
EthitYamil;m;
carlosortegab;m;
felipe_donosoc;m;
macarenaponsp;f;
fcojoseruizm;m;
JorqueraCoria;f;
RossanaYanezF;f;
CristobalGob;f;
paolabeckerv;m;
RA_ContrerasR;m;
IgnacioFica1;m;
Mbelgic;f;
mauricioojeda;m;
ManoliNazal;m;
MjGaticaB;f;
APEREZDEARCE;m;
LeticiaTOK;f;
LilayuPorOsorno;m;
Fernandoborquez;m;
OsvaldoOelcker2;m;
pablogalilea;m;
mortizaysen;m;
MauricioQuercia;m;
Lbaezch;m;
HomeroVillegas1;m;
Anita_Mayorga;f;
MargaritaNoram6;f;
NelsonCarcamoBa;m;
Mirtha ;f;
Marcelo;m;
Álvaro ;m;
Luis ;m;
Katherine;f;
María ;f;
Daniela ;f;
Manuel;m;
Nelly ;f;
Ignacio;m;
Daniela ;f;
Ivan ;m;
Juan ;m;
María ;f;
Iván ;m;
Gabriela ;f;
Claudio ;m;
Sergio ;m;
María ;f;
Laura ;f;
María ;f;
María ;f;
Mireya;f;
Andrés ;m;
Javier ;m;
Enrique ;m;
Javier ;m;
Ivonne ;f;
Yamil ;m;
Carlos;m;
Felipe ;m;
María ;f;
Francisco ;m;
Claudia ;f;
Rossana;f;
Paola ;f;
Cristóbal ;m;
Robert ;m;
Vladimir ;m;
María ;f;
Mauricio ;m;
Víctor ;m;
María ;f;
Alonso;m;
Leticia ;f;
Daniel ;m;
Héctor ;m;
Osvaldo ;m;
Pablo ;m;
Manuel ;m;
Mauricio ;m;
Luis ;m;
Homero;m;
Ana ;f;
Margarita ;f;
Nelson ;m;
allamand;m;parlamentarios
iallendebussi;f;parlamentarios
SenCarmenGloria;f;parlamentarios
ArayaPedro;m;parlamentarios
SenadorBianchi;m;parlamentarios
SenadorCastro;m;parlamentarios
chahuan;m;parlamentarios
jacoloma;m;parlamentarios
adeurresti;m;parlamentarios
Duranasenador;m;parlamentarios
Luzebensperger;f;parlamentarios
alvaroelizalde;m;parlamentarios
galilea_rodrigo;m;parlamentarios
Senadoragh;m;parlamentarios
jgarciabuitron;m;parlamentarios
guidogirardi;m;parlamentarios
carolinagoic;f;parlamentarios
guillier;m;parlamentarios
felipeharboe;m;parlamentarios
fhuenchumilla;m;parlamentarios
Insulza;m;parlamentarios
felipekast;m;parlamentarios
lagosweber;m;parlamentarios
LatorreJI;m;parlamentarios
jplchile;m;parlamentarios
carlosmontestwt;m;parlamentarios
ivanmoreirab;m;parlamentarios
_adrianamunoz;f;parlamentarios
senadornavarro;m;parlamentarios
ximenaordenes;f;parlamentarios
mjossandon;m;parlamentarios
senadorVPV;m;parlamentarios
pizarrosenador;m;parlamentarios
RafaelProhensE;m;parlamentarios
ProvosteYasna;f;parlamentarios
PughSenador;m;parlamentarios
QuintanaSenador;m;parlamentarios
quinterosenador;m;parlamentarios
ximerincon;f;parlamentarios
sandovalplaza;m;parlamentarios
SenadorJSoria;m;parlamentarios
jvanbiobio;f;parlamentarios
enavonbaer;f;parlamentarios
andrés ;m;parlamentarios
Isabel ;f;parlamentarios
Carmen ;f;parlamentarios
Pedro ;m;parlamentarios
Carlos;m;parlamentarios
Juan ;m;parlamentarios
Francisco ;m;parlamentarios
Juan;m;parlamentarios
Alfonso;m;parlamentarios
José ;m;parlamentarios
Luz ;f;parlamentarios
Alvaro ;m;parlamentarios
Rodrigo;m;parlamentarios
Alejandro ;m;parlamentarios
José ;m;parlamentarios
Guido ;m;parlamentarios
Carolina ;f;parlamentarios
Alejandro ;m;parlamentarios
Felipe ;m;parlamentarios
Francisco ;m;parlamentarios
José ;m;parlamentarios
Felipe ;m;parlamentarios
Ricardo;m;parlamentarios
Juan ;m;parlamentarios
Juan ;m;parlamentarios
Carlos ;m;parlamentarios
Iván ;m;parlamentarios
Adriana ;f;parlamentarios
Alejandro ;m;parlamentarios
Ximena;f;parlamentarios
Manuel ;m;parlamentarios
Víctor ;m;parlamentarios
Jorge ;m;parlamentarios
Rafael ;m;parlamentarios
Yasna ;f;parlamentarios
Kenneth ;m;parlamentarios
Jaime ;m;parlamentarios
Rabindranath ;m;parlamentarios
Ximena ;f;parlamentarios
David ;m;parlamentarios
Jorge ;m;parlamentarios
Jacqueline ;f;parlamentarios
Ena ;f;parlamentarios
florcitamotuda;m;parlamentarios
jalessandri;m;parlamentarios
alinco_rene;m;parlamentarios
s_alvarezIX;m;parlamentarios
jennyalvarezv;f;parlamentarios
alvarezsalamanc;m;parlamentarios
SandraAmarM;f;parlamentarios
G_Ascencio;m;parlamentarios
pepe_auth;m;parlamentarios
BaltoluDiputado;m;parlamentarios
boris_barrera;m;parlamentarios
memobarros;m;parlamentarios
jbellolio;m;parlamentarios
DiputadoBerger;m;parlamentarios
abernales;m;parlamentarios
KarimBianchi;m;parlamentarios
DipBobadilla;m;parlamentarios
gabrielboric;m;parlamentarios
jorbritoh;m;parlamentarios
MiguelCalisto;m;parlamentarios
KarolCariola;f;parlamentarios
Alvaro_CarterF;m;parlamentarios
carvajaldip;f;parlamentarios
ncastilo;f;parlamentarios
dip_jmcastro;m;parlamentarios
DoctorJLCastro;m;parlamentarios
ricardocelis;m;parlamentarios
ANDRESCELISM;m;parlamentarios
Dani_Cicardini;f;parlamentarios
DiputadaCidV;f;parlamentarios
jacoloma;m;parlamentarios
MiguelCrispiS;m;parlamentarios
lcruzcoke;m;parlamentarios
CataDelRealCL;f;parlamentarios
desbordes;m;parlamentarios
marcelodiazd;m;parlamentarios
DuranDiputado;m;parlamentarios
EdoDuran;m;parlamentarios
feguigurenc;m;parlamentarios
fideldiputado;m;parlamentarios
Mayafernandeza;f;parlamentarios
ifloresdiputado;m;parlamentarios
Cami_FloresO;f;parlamentarios
jmfuenzalida;m;parlamentarios
fuenzalidaRn;m;parlamentarios
sergiogahona;m;parlamentarios
ramongallec;m;parlamentarios
ReneManuelGarc2;m;parlamentarios
GarinDiputado;m;parlamentarios
diputadagirardi;f;parlamentarios
FELIX_GonzalezG;m;parlamentarios
rodrigodiputado;m;parlamentarios
Hugo_Gutierrez_;m;parlamentarios
JavierHDiputado;m;parlamentarios
MarcelaHernando;f;parlamentarios
carmen_hertz;f;parlamentarios
tomashirsch;m;parlamentarios
PepaHoffmann;f;parlamentarios
diego_ibanezc;m;parlamentarios
marcos_ilabaca;m;parlamentarios
GiorgioJackson;m;parlamentarios
PamJiles;f;parlamentarios
hjurgensen;m;parlamentarios
labkast;m;parlamentarios
sekeitel;m;parlamentarios
issakortg;f;parlamentarios
kuscheldiputado;m;parlamentarios
amarolabra;m;parlamentarios
LavinJoaquin;m;parlamentarios
RaulLeiva;m;parlamentarios
aracelyleuquen;f;parlamentarios
andreslongton;m;parlamentarios
pabloIorenzini;m;parlamentarios
karinluck;f;parlamentarios
javiermacaya;m;parlamentarios
carolamarzan;f;parlamentarios
Matta_Diputado;m;parlamentarios
patriciomelero;m;parlamentarios
cosme_mellado;m;parlamentarios
melladosuazo;m;parlamentarios
Diputadofmeza;m;parlamentarios
vladomirosevic;m;parlamentarios
Claudia_Mix;f;parlamentarios
andresmolinam;m;parlamentarios
DiputadoMonsalv;m;parlamentarios
Celsomorales;m;parlamentarios
MoreiraDiputado;m;parlamentarios
Muletjaime;m;parlamentarios
FrancescaD20Dip;f;parlamentarios
diputadonaranjo;m;parlamentarios
nicolasnoman;m;parlamentarios
daniel_nunez_a;m;parlamentarios
paulinanu;f;parlamentarios
DEmiliaNuyado;f;parlamentarios
erikaoliverad;f;parlamentarios
MaiteOrsini;f;parlamentarios
OrtizDiputado;m;parlamentarios
nonaossandon;f;parlamentarios
LuisPardoS;m;parlamentarios
andreaparras;f;parlamentarios
diegopaulsen;m;parlamentarios
Dip_JosePerez;m;parlamentarios
perezlahsen;m;parlamentarios
joaperezolea;f;parlamentarios
CatalinaPerezS;f;parlamentarios
pabloprietol;m;parlamentarios
GmoRamirez;m;parlamentarios
JorgeRathgeb;m;parlamentarios
RenteriaDiputad;m;parlamentarios
HugoReyM;m;parlamentarios
diputadorocaful;m;parlamentarios
Camila_RojasV;f;parlamentarios
leoromerosaez;m;parlamentarios
patriciorosas;m;parlamentarios
gastonsaavedra;m;parlamentarios
jorgesabagv;m;parlamentarios
MarceSabat;f;parlamentarios
renesaffirio;m;parlamentarios
raulsaldivarps;m;parlamentarios
gustavosanhuez;m;parlamentarios
Juan_SantanaC;m;parlamentarios
diputadosantana;m;parlamentarios
mariseka;f;parlamentarios
frank_sauerbaum;m;parlamentarios
Diego_Schalper;m;parlamentarios
dip_schilling;m;parlamentarios
alexisdiputado;m;parlamentarios
gabrielsilber;m;parlamentarios
LeoSotoChile;m;parlamentarios
Raul_Soto1;m;parlamentarios
gteillier;m;parlamentarios
TohaGonzalez;m;parlamentarios
storrealbaa;m;parlamentarios
DocVictorTorres;m;parlamentarios
RenzoTrisotti;m;parlamentarios
vtroncosoh;f;parlamentarios
Panchoundurraga;m;parlamentarios
UrrutiaporChile;m;parlamentarios
urrutiaosvaldo;m;parlamentarios
DipCristobal;m;parlamentarios
camila_vallejo;f;parlamentarios
vanrysselberghe;m;parlamentarios
CalamaVelasquez;m;parlamentarios
pvelasquezdiput;m;parlamentarios
DiputadoVenegas;m;parlamentarios
daniel Verdessi;m;parlamentarios
pablovidalrojas;m;parlamentarios
matiaswalkerp;m;parlamentarios
gonzalowinter;m;parlamentarios
GaelDiputada;f;parlamentarios
florcita ;m;parlamentarios
Jorge ;m;parlamentarios
René ;m;parlamentarios
Sebastián ;m;parlamentarios
Jenny;f;parlamentarios
Pedro ;m;parlamentarios
Sandra;f;parlamentarios
Gabriel ;m;parlamentarios
Pepe ;m;parlamentarios
Nino ;m;parlamentarios
Boris ;m;parlamentarios
Ramón ;m;parlamentarios
Jaime ;m;parlamentarios
Bernardo ;m;parlamentarios
Alejandro ;m;parlamentarios
Karim ;m;parlamentarios
Sergio ;m;parlamentarios
Gabriel ;m;parlamentarios
Jorge ;m;parlamentarios
Miguel ;m;parlamentarios
Karol ;f;parlamentarios
Álvaro ;m;parlamentarios
Loreto;f;parlamentarios
Natalia ;f;parlamentarios
José ;m;parlamentarios
Juan;m;parlamentarios
Ricardo ;m;parlamentarios
Andrés ;m;parlamentarios
Daniella ;f;parlamentarios
Sofía ;f;parlamentarios
Juan;m;parlamentarios
Miguel ;m;parlamentarios
Luciano ;m;parlamentarios
Catalina;f;parlamentarios
Mario ;m;parlamentarios
Marcelo;m;parlamentarios
Jorge ;m;parlamentarios
Eduardo ;m;parlamentarios
Francisco ;m;parlamentarios
Fidel ;m;parlamentarios
Maya ;f;parlamentarios
Iván ;m;parlamentarios
Camila ;f;parlamentarios
Juan ;m;parlamentarios
Gonzalo ;m;parlamentarios
Sergio ;m;parlamentarios
Ramón;m;parlamentarios
René ;m;parlamentarios
Renato;m;parlamentarios
Cristina ;f;parlamentarios
Félix ;m;parlamentarios
Rodrigo ;m;parlamentarios
Hugo;m;parlamentarios
Javier ;m;parlamentarios
Marcela;f;parlamentarios
Carmen ;f;parlamentarios
Tomás ;m;parlamentarios
María ;f;parlamentarios
Diego;m;parlamentarios
Marcos ;m;parlamentarios
Giorgio ;m;parlamentarios
Carlos ;m;parlamentarios
Pamela ;f;parlamentarios
Tucapel ;m;parlamentarios
Harry ;m;parlamentarios
Pablo;m;parlamentarios
Sebastián ;m;parlamentarios
Issa ;f;parlamentarios
Carlos ;m;parlamentarios
Amaro ;m;parlamentarios
Joaquín ;m;parlamentarios
Raúl ;m;parlamentarios
Aracely ;f;parlamentarios
Andrés ;m;parlamentarios
Pablo ;m;parlamentarios
Karin ;f;parlamentarios
Javier ;m;parlamentarios
Carolina;f;parlamentarios
Manuel ;m;parlamentarios
Patricio ;m;parlamentarios
Cosme ;m;parlamentarios
Miguel ;m;parlamentarios
Fernando;m;parlamentarios
Vlado ;m;parlamentarios
Claudia;f;parlamentarios
Andrés ;m;parlamentarios
Manuel ;m;parlamentarios
Celso ;m;parlamentarios
Cristhian ;m;parlamentarios
Jaime ;m;parlamentarios
Francesca ;f;parlamentarios
Jaime ;m;parlamentarios
Nicolás ;m;parlamentarios
Iván ;m;parlamentarios
Daniel ;m;parlamentarios
Paulina ;f;parlamentarios
Emilia ;f;parlamentarios
Erika ;f;parlamentarios
Maite ;f;parlamentarios
José ;m;parlamentarios
Ximena ;f;parlamentarios
Luis ;m;parlamentarios
Andrea ;f;parlamentarios
Diego ;m;parlamentarios
José ;m;parlamentarios
Leopoldo ;m;parlamentarios
Joanna ;f;parlamentarios
Catalina;f;parlamentarios
Pablo ;m;parlamentarios
Guillermo ;m;parlamentarios
Jorge ;m;parlamentarios
Rolando ;m;parlamentarios
Hugo ;m;parlamentarios
Luis ;m;parlamentarios
Camila ;f;parlamentarios
Leonidas;m;parlamentarios
Patricio ;m;parlamentarios
Gastón;m;parlamentarios
Jorge ;m;parlamentarios
Marcela;f;parlamentarios
René ;m;parlamentarios
Raúl ;m;parlamentarios
Gustavo;m;parlamentarios
Juan;m;parlamentarios
Alejandro ;m;parlamentarios
Marisela ;f;parlamentarios
Frank ;m;parlamentarios
Diego;m;parlamentarios
Marcelo ;m;parlamentarios
Alejandra ;f;parlamentarios
Alexis ;m;parlamentarios
Gabriel ;m;parlamentarios
Leonardo ;m;parlamentarios
Raúl ;m;parlamentarios
Guillermo ;m;parlamentarios
Jaime ;m;parlamentarios
Sebastián ;m;parlamentarios
Víctor ;m;parlamentarios
Renzo ;m;parlamentarios
Virginia ;f;parlamentarios
Francisco ;m;parlamentarios
Ignacio ;m;parlamentarios
Osvaldo ;m;parlamentarios
Cristóbal;m;parlamentarios
Camila ;f;parlamentarios
Enrique;m;parlamentarios
Esteban ;m;parlamentarios
Pedro;m;parlamentarios
Mario ;m;parlamentarios
Daniel ;m;parlamentarios
Pablo ;m;parlamentarios
Gastón ;m;parlamentarios
Matías ;m;parlamentarios
Gonzalo ;m;parlamentarios
Gael;f;parlamentarios
laSUBDERE;instituciones;
SubPrevDelito;instituciones;
Sub_Interior;instituciones;
subrei_chile;instituciones;
SubseHacienda;instituciones;
EconomiaSubse;instituciones;
subturismo;instituciones;
SubpescaCL;instituciones;
SubseNinez;instituciones;
SubEducParv;instituciones;
SubseJusticiaCl;instituciones;
SubseDDHH;instituciones;
SubsecTrabajo;instituciones;
previsionsocial;instituciones;
Sub_Agricultura;instituciones;
SubMineria;instituciones;
Subtrans;instituciones;
subtel_chile;instituciones;
SubsecBBNN;instituciones;
chanarcillo;prensa;
iquiquetv;prensa;
caribefm;prensa;
Tarapaca_Online;prensa;
diarioelnortino;prensa;
ElLongino;prensa;
ElBoyaldia;prensa;
laestrellaiqq;prensa;
estrella_loa;prensa;
mercurioafta;prensa;
soyantofagasta;prensa;
mercuriocalama;prensa;
diarioatacama;prensa;
laregionweb;prensa;
Quintavision;prensa;
eo_enlinea;prensa;
diario_elandino;prensa;
mercuriovalpo;prensa;
laestrellavalpo;prensa;
RadioValparaiso;prensa;
elrancaguino;prensa;
eltipografo;prensa;
PortalViRegion;prensa;
elsurcl;prensa;
DiarioConce;prensa;
latribunacl;prensa;
ElInsular1;prensa;
austral_osorno;prensa;
diario_eha;prensa;
AysenEnlinea;prensa;
pinguinodiario;prensa;
LaPrensAustral;prensa;
EstrelladeArica;prensa;
EstrelladeArica;prensa;
CronicaChillan;prensa;
AgriculturaFM;prensa;
radiobeethoven;prensa;
biobio;prensa;
CamaraDiputados;prensa;
RadioCarolina;prensa;
conciertoradio;prensa;
Cooperativa;prensa;
RadioCorazonFM;prensa;
DigitalFmChile;prensa;
RadioDuna;prensa;
ConquistadorCCP;prensa;
ElMercurio_cl;prensa;
FMDOS;prensa;
futurofm;prensa;
imagina881;prensa;
InfinitaFM;prensa;
lcuarta;prensa;
latercera;prensa;
lun;prensa;
publimetroChile;prensa;
Diario Chañarchillo;prensa;
Iquique tv;prensa;
Bravissima de Iquique;prensa;
Caribe de Iquique;prensa;
Arica Hoy;prensa;
Tarapacá Online;prensa;
El Sol de Iquique;prensa;
El Nortino;prensa;
El Longuino Iquique;prensa;
Concordia;prensa;
El boyaldia Iquique;prensa;
Estrella de Iquique;prensa;
La Estrella de Loa;prensa;
La Estrella de Tocopilla;prensa;
Desierto de Antofagasta;prensa;
El Mercurio de Antofagasta;prensa;
Centro de Antofagasta;prensa;
SoyAntofagasta.cl;prensa;
Estrella de Antofagasta;prensa;
El Mercurio de Calama;prensa;
Estrella Calama;prensa;
Diario Atacama;prensa;
La Region;prensa;
Thema La Serena;prensa;
Quinta Vision;prensa;
El Observador;prensa;
El Lider;prensa;
El Andino;prensa;
San Antonio;prensa;
